Annual Card Turnover,Average Transaction Amount,MCC Code,Is Registered,Accepts Card,Current Provider,Mastercard Debit,Visa Debit,Mastercard Credit,Visa Credit,Mastercard Business Debit,Visa Business Debit
"36052.80","1386.65","5966","Yes","Yes","Stripe"," 1.5% + 20p"," 1.5% + 20p"," 1.5% + 20p"," 1.5% + 20p"," 1.5% + 20p"," 1.5% + 20p"
